,Date,Instrument,GICS Sector,BUY_SELL,Probability
952,2019-11-12,DHI,Consumer Discretionary,BUY,0.5071946513205221
953,2019-11-12,VIAC,Communication Services,BUY,0.5262274636699295
954,2019-11-12,SWKS,Information Technology,BUY,0.5229909303706114
955,2019-11-12,AAP,Consumer Discretionary,BUY,0.507189150571172
956,2019-11-12,TSN,Consumer Staples,SELL,0.3943190945071934
957,2019-11-12,LIN,Materials,SELL,0.4858198323881148
958,2019-11-12,ROK,Industrials,BUY,0.5067560136614503
959,2019-11-13,CSCO,Information Technology,BUY,0.5180611807167137
960,2019-11-13,NTAP,Information Technology,BUY,0.5145561440218696
961,2019-11-14,NVDA,Information Technology,BUY,0.5068029377985439
962,2019-11-14,AMAT,Information Technology,BUY,0.5269559620783258
963,2019-11-14,WMT,Consumer Staples,SELL,0.40432865895533754
964,2019-11-19,TDG,Industrials,BUY,0.5103091317022848
965,2019-11-19,TJX,Consumer Discretionary,BUY,0.511867584929209
966,2019-11-19,HD,Consumer Discretionary,BUY,0.5093895690570852
967,2019-11-19,MDT,Health Care,SELL,0.4823084422800166
968,2019-11-20,TGT,Consumer Discretionary,BUY,0.517699804458437
969,2019-11-20,LB,Consumer Discretionary,BUY,0.5106568531308436
970,2019-11-20,CPRT,Industrials,BUY,0.5024792274102245
971,2019-11-20,LOW,Consumer Discretionary,BUY,0.5147651167057885
972,2019-11-21,INTU,Information Technology,BUY,0.5142781767756517
973,2019-11-21,ROST,Consumer Discretionary,BUY,0.5071098586479285
974,2019-11-21,GPS,Consumer Discretionary,SELL,0.48172426425717924
975,2019-11-22,SJM,Consumer Staples,SELL,0.3562496350591367
976,2019-11-25,A,Health Care,SELL,0.4899317606836943
977,2019-11-25,PVH,Consumer Discretionary,BUY,0.5093183892211366
978,2019-11-25,HPE,Information Technology,BUY,0.5126622827797918
979,2019-11-25,J,Industrials,BUY,0.5168882149558096
980,2019-11-26,HPQ,Information Technology,BUY,0.5067598079823881
981,2019-11-26,ADI,Information Technology,BUY,0.5157483345274891
982,2019-11-26,BBY,Consumer Discretionary,SELL,0.49893655414007454
983,2019-11-26,KEYS,Information Technology,BUY,0.5324296191067098
984,2019-11-26,ADSK,Information Technology,BUY,0.515991971896284
985,2019-11-26,HRL,Consumer Staples,SELL,0.3774234181700673
986,2019-11-27,DE,Industrials,BUY,0.5140613644892462
987,2019-12-03,CRM,Information Technology,BUY,0.5155112641537856
988,2019-12-04,CPB,Consumer Staples,SELL,0.3860679119213104
989,2019-12-04,SNPS,Information Technology,BUY,0.5171383872515098
990,2019-12-05,ULTA,Consumer Discretionary,BUY,0.5148465735358225
991,2019-12-05,BF-B,Consumer Staples,SELL,0.4009744251545667
992,2019-12-05,KR,Consumer Staples,SELL,0.4261614036740054
993,2019-12-05,COO,Health Care,SELL,0.4806143192521195
994,2019-12-05,DG,Consumer Discretionary,BUY,0.5083845207114964
995,2019-12-10,AZO,Consumer Discretionary,BUY,0.5135533814107407
996,2019-12-12,ORCL,Information Technology,BUY,0.5167845155246762
997,2019-12-12,AVGO,Information Technology,BUY,0.5214378216460771
998,2019-12-12,COST,Consumer Staples,SELL,0.41762571228546236
999,2019-12-12,ADBE,Information Technology,BUY,0.5116941222244102
1000,2019-12-17,CTAS,Industrials,BUY,0.5091204509775795
1001,2019-12-17,FDX,Industrials,BUY,0.519702235055781
1002,2019-12-18,MU,Information Technology,BUY,0.5050461206815061
1003,2019-12-18,PAYX,Information Technology,BUY,0.5155481677781646
1004,2019-12-18,GIS,Consumer Staples,SELL,0.358414136044023
1005,2019-12-19,CAG,Consumer Staples,SELL,0.38270896810214367
1006,2019-12-19,NKE,Consumer Discretionary,BUY,0.5095132119272996
1007,2019-12-19,DRI,Consumer Discretionary,BUY,0.5043367867468
1008,2019-12-19,ACN,Information Technology,BUY,0.5218292742123934
1009,2019-12-20,KMX,Consumer Discretionary,BUY,0.5102446252410504
1010,2019-12-20,CCL,Consumer Discretionary,BUY,0.5056395059510819
1011,2020-01-03,LW,Consumer Staples,SELL,0.40294819202727267
1012,2020-01-08,WBA,Consumer Staples,SELL,0.3921016487716784
1013,2020-01-08,LEN,Consumer Discretionary,SELL,0.49980909763304593
1014,2020-01-08,STZ,Consumer Staples,SELL,0.3629090891304543
1015,2020-01-14,DAL,Industrials,BUY,0.5250734753139726
1016,2020-01-14,C,Financials,BUY,0.514106544568897
1017,2020-01-14,JPM,Financials,BUY,0.5154497939448759
1018,2020-01-14,WFC,Financials,BUY,0.5059835912331601
1019,2020-01-14,INFO,Industrials,BUY,0.5167817344065967
1020,2020-01-14,FRC,Financials,BUY,0.5161466452230118
1021,2020-01-15,USB,Financials,BUY,0.504293413211092
1022,2020-01-15,PNC,Financials,BUY,0.5119823119668079
1023,2020-01-15,GS,Financials,BUY,0.523626750000163
1024,2020-01-15,UNH,Health Care,SELL,0.491490363470648
1025,2020-01-15,BAC,Financials,BUY,0.5123681414411594
1026,2020-01-15,BLK,Financials,BUY,0.520539820438817
1027,2020-01-16,CSX,Industrials,BUY,0.5165199259013901
1028,2020-01-16,PPG,Materials,SELL,0.4847067952123798
1029,2020-01-16,BK,Financials,BUY,0.5408538373835026
1030,2020-01-16,SCHW,Financials,BUY,0.5235690732472502
1031,2020-01-16,MS,Financials,BUY,0.5333921791651933
1032,2020-01-16,PBCT,Financials,BUY,0.5033707321818884
1033,2020-01-17,FAST,Industrials,BUY,0.5118517549064356
1034,2020-01-17,JBHT,Industrials,BUY,0.5117307766157004
1035,2020-01-17,SLB,Energy,SELL,0.3035200830854887
1036,2020-01-17,RF,Financials,BUY,0.5049276812136416
1037,2020-01-17,CFG,Financials,BUY,0.5204083672368894
1038,2020-01-17,STT,Financials,BUY,0.5667728480788038
1039,2020-01-17,KSU,Industrials,BUY,0.5160735619809469
1040,2020-01-21,NFLX,Communication Services,SELL,0.48644506212920163
1041,2020-01-21,COF,Financials,BUY,0.5180892395749354
1042,2020-01-21,IBM,Information Technology,BUY,0.5141815687101309
1043,2020-01-21,CMA,Financials,BUY,0.518160661200927
1044,2020-01-21,UAL,Industrials,BUY,0.5065347817027618
1045,2020-01-21,ZION,Financials,BUY,0.5108187025298658
1046,2020-01-21,HAL,Energy,SELL,0.32530181568853456
1047,2020-01-22,KMI,Energy,SELL,0.2936934232185315
1048,2020-01-22,CTXS,Information Technology,BUY,0.5186403497423161
1049,2020-01-22,TXN,Information Technology,BUY,0.5178848860433553
1050,2020-01-22,TDY,Industrials,BUY,0.5038359358638788
1051,2020-01-22,BKR,Energy,SELL,0.3933161587812459
1052,2020-01-22,PLD,Real Estate,SELL,0.4731380609170827
1053,2020-01-22,JNJ,Health Care,SELL,0.4818734470783218
1054,2020-01-22,ABT,Health Care,SELL,0.48455111428655123
1055,2020-01-22,TER,Information Technology,BUY,0.5167815643568814
1056,2020-01-22,FITB,Financials,BUY,0.5054512960317424
1057,2020-01-22,APH,Information Technology,BUY,0.5178736757133682
1058,2020-01-22,RJF,Financials,BUY,0.5062648145109849
1059,2020-01-22,PTC,Information Technology,BUY,0.5177296799054774
1060,2020-01-22,NTRS,Financials,BUY,0.5088558923956435
1061,2020-01-23,TRV,Financials,SELL,0.49892675726288277
1062,2020-01-23,CMCSA,Communication Services,SELL,0.49157205924171826
1063,2020-01-23,DFS,Financials,BUY,0.5118042974543084
1064,2020-01-23,SIVB,Financials,BUY,0.5052030982504178
1065,2020-01-23,INTC,Information Technology,BUY,0.5283572614348666
1066,2020-01-23,LUV,Industrials,BUY,0.5126844955083983
1067,2020-01-23,FCX,Materials,SELL,0.4969020266921763
1068,2020-01-23,KEY,Financials,BUY,0.5132666184532222
1069,2020-01-23,UNP,Industrials,BUY,0.5158327952695767
1070,2020-01-23,AAL,Industrials,BUY,0.5023581174070739
1071,2020-01-23,KMB,Consumer Staples,SELL,0.3829813593766476
1072,2020-01-23,SWKS,Information Technology,BUY,0.5243515858408315
1073,2020-01-23,MTB,Financials,BUY,0.5133560644738759
1074,2020-01-23,HBAN,Financials,BUY,0.5029302269630452
1075,2020-01-23,ISRG,Health Care,SELL,0.4785201672496126
1076,2020-01-23,PG,Consumer Staples,SELL,0.366567064254242
1077,2020-01-23,VFC,Consumer Discretionary,BUY,0.5019436831126259
1078,2020-01-24,NEE,Utilities,BUY,0.5086627047261593
1079,2020-01-24,AXP,Financials,BUY,0.5263662520787729
1080,2020-01-24,APD,Materials,SELL,0.49376616092108383
1081,2020-01-24,SYF,Financials,SELL,0.49737876054880237
1082,2020-01-27,WHR,Consumer Discretionary,BUY,0.5044987135403486
1083,2020-01-27,PKI,Health Care,SELL,0.47905471579570125
1084,2020-01-27,FFIV,Information Technology,BUY,0.5160045401175708
1085,2020-01-27,JNPR,Information Technology,BUY,0.5197555102907611
1086,2020-01-27,HWM,Industrials,SELL,0.4978355290971008
1087,2020-01-27,DHI,Consumer Discretionary,BUY,0.5056641473894287
1088,2020-01-28,SBUX,Consumer Discretionary,BUY,0.5070156342151865
1089,2020-01-28,NUE,Materials,SELL,0.48811311967690973
1090,2020-01-28,MMM,Industrials,BUY,0.506914572316149
1091,2020-01-28,SYK,Health Care,SELL,0.48448733293874974
1092,2020-01-28,WRB,Financials,BUY,0.5058255872488369
1093,2020-01-28,MKC,Consumer Staples,SELL,0.37040229068876024
1094,2020-01-28,NVR,Consumer Discretionary,BUY,0.5093969865210373
1095,2020-01-28,HCA,Health Care,SELL,0.47769937743973834
1096,2020-01-28,ALK,Industrials,BUY,0.5221105896035675
1097,2020-01-28,XLNX,Information Technology,BUY,0.5124134369210382
1098,2020-01-28,PCAR,Industrials,BUY,0.5151694455555634
1099,2020-01-28,LMT,Industrials,BUY,0.5204875676361675
1100,2020-01-28,RTX,Industrials,BUY,0.5166504143437334
1101,2020-01-28,BXP,Real Estate,SELL,0.46717623056207735
1102,2020-01-28,EQR,Real Estate,SELL,0.45107492513377423
1103,2020-01-28,CHRW,Industrials,BUY,0.5200180464415584
1104,2020-01-28,PNR,Industrials,BUY,0.5139113705023726
1105,2020-01-28,MXIM,Information Technology,BUY,0.5142391620799536
1106,2020-01-28,AMD,Information Technology,BUY,0.5119518469960501
1107,2020-01-28,EBAY,Consumer Discretionary,BUY,0.5019911654224066
1108,2020-01-28,AOS,Industrials,BUY,0.5108479800013979
1109,2020-01-28,PFG,Financials,BUY,0.5070292295893308
1110,2020-01-28,PHM,Consumer Discretionary,BUY,0.5031194714387748
1111,2020-01-28,AAPL,Information Technology,BUY,0.5205961964416712
1112,2020-01-28,PFE,Health Care,SELL,0.4755152116858961
1113,2020-01-29,ALGN,Health Care,SELL,0.48347402599486694
1114,2020-01-29,TROW,Financials,BUY,0.5258016176323714
1115,2020-01-29,AVY,Materials,BUY,0.5015431116017793
1116,2020-01-29,HOLX,Health Care,SELL,0.4829648534537266
1117,2020-01-29,GLW,Information Technology,BUY,0.5145074284074387
1118,2020-01-29,NOW,Information Technology,BUY,0.5072900199174166
1119,2020-01-29,AMP,Financials,BUY,0.5102372660804972
1120,2020-01-29,HES,Energy,SELL,0.2838429793303325
1121,2020-01-29,TT,Industrials,BUY,0.5164801350902919
1122,2020-01-29,FBHS,Industrials,BUY,0.5181802117845253
1123,2020-01-29,LVS,Consumer Discretionary,BUY,0.5039421185637697
1124,2020-01-29,MAA,Real Estate,SELL,0.47381106804223927
1125,2020-01-29,IEX,Industrials,BUY,0.5158230616239401
1126,2020-01-29,MCD,Consumer Discretionary,BUY,0.5057851795528686
1127,2020-01-29,DRE,Real Estate,SELL,0.469868309859914
1128,2020-01-29,DOW,Materials,SELL,0.47465602291311015
1129,2020-01-29,ILMN,Health Care,SELL,0.47840887963224743
1130,2020-01-29,GE,Industrials,BUY,0.5177237283549411
1131,2020-01-29,MDLZ,Consumer Staples,SELL,0.3657072421701277
1132,2020-01-29,GD,Industrials,BUY,0.5138410766802636
1133,2020-01-29,TSLA,Consumer Discretionary,SELL,0.4978841332133475
1134,2020-01-29,MKTX,Financials,BUY,0.5270271754722763
1135,2020-01-29,NDAQ,Financials,BUY,0.5213109343314413
1136,2020-01-29,FB,Communication Services,SELL,0.4951347430424481
1137,2020-01-29,T,Communication Services,SELL,0.49013891352103955
1138,2020-01-29,MA,Information Technology,BUY,0.5241940840777656
1139,2020-01-29,PYPL,Information Technology,BUY,0.5202158847283264
1140,2020-01-29,IVZ,Financials,BUY,0.5199116262933289
1141,2020-01-29,ROK,Industrials,BUY,0.5080569743238615
1142,2020-01-29,ESS,Real Estate,SELL,0.4524413008534068
1143,2020-01-29,MPC,Energy,SELL,0.45814783839666573
1144,2020-01-29,TXT,Industrials,BUY,0.5097086293388774
1145,2020-01-29,ADM,Consumer Staples,SELL,0.3896057277476265
1146,2020-01-29,ANTM,Health Care,SELL,0.4797185363884546
1147,2020-01-29,PKG,Materials,SELL,0.4988042888864835
1148,2020-01-29,NSC,Industrials,BUY,0.5242739166637012
1149,2020-01-29,MSFT,Information Technology,BUY,0.5235479038382678
1150,2020-01-29,ROL,Industrials,BUY,0.5010118122154459
1151,2020-01-29,LRCX,Information Technology,BUY,0.5194508420131073
1152,2020-01-29,TEL,Information Technology,BUY,0.519625592580397
1153,2020-01-29,ADP,Information Technology,BUY,0.5154046399779721
1154,2020-01-29,URI,Industrials,BUY,0.5292627084314532
1155,2020-01-29,BA,Industrials,SELL,0.4909988118855248
1156,2020-01-29,QRVO,Information Technology,BUY,0.5138209998364417
1157,2020-01-29,SWK,Industrials,BUY,0.516288830110838
1158,2020-01-30,KIM,Real Estate,SELL,0.44724884127481973
1159,2020-01-30,WRK,Materials,SELL,0.4901606750483802
1160,2020-01-30,WEC,Utilities,BUY,0.5121664157974475
1161,2020-01-30,LLY,Health Care,SELL,0.49241815710878634
1162,2020-01-30,HSY,Consumer Staples,SELL,0.4031632949506939
1163,2020-01-30,DOV,Industrials,BUY,0.517946967270865
1164,2020-01-30,TFC,Financials,BUY,0.5019379560875843
1165,2020-01-30,AMZN,Consumer Discretionary,BUY,0.5028707992163504
1166,2020-01-30,TSCO,Consumer Discretionary,BUY,0.5034175240785644
1167,2020-01-30,AJG,Financials,BUY,0.5171711241994125
1168,2020-01-30,VZ,Communication Services,SELL,0.48877858706824356
1169,2020-01-30,DD,Materials,BUY,0.5036144702552716
1170,2020-01-30,SHW,Materials,SELL,0.4938079969417556
1171,2020-01-30,BIIB,Health Care,SELL,0.46500226472086914
1172,2020-01-30,RMD,Health Care,SELL,0.4886692356157826
1173,2020-01-30,VLO,Energy,SELL,0.44253804936651675
1174,2020-01-30,RHI,Industrials,BUY,0.512816640495379
1175,2020-01-30,DGX,Health Care,SELL,0.48786963051147125
1176,2020-01-30,AMGN,Health Care,SELL,0.4830331136903234
1177,2020-01-30,CMS,Utilities,BUY,0.5111681652851366
1178,2020-01-30,MSCI,Financials,BUY,0.5369904293305771
1179,2020-01-30,EA,Communication Services,SELL,0.4945335906530286
1180,2020-01-30,CE,Materials,SELL,0.4978325180848422
1181,2020-01-30,BEN,Financials,BUY,0.5132757945428413
1182,2020-01-30,IP,Materials,SELL,0.4951414000300611
1183,2020-01-30,PH,Industrials,BUY,0.5173293973194591
1184,2020-01-30,WDC,Information Technology,BUY,0.5168438314720258
1185,2020-01-30,EMN,Materials,SELL,0.4939994584050262
1186,2020-01-30,ROP,Industrials,BUY,0.5219897563230235
1187,2020-01-30,ABC,Health Care,SELL,0.42322352246565315
1188,2020-01-30,XEL,Utilities,BUY,0.5106050831308451
1189,2020-01-30,NOC,Industrials,SELL,0.49850586424060983
1190,2020-01-30,KO,Consumer Staples,SELL,0.3946294717564304
1191,2020-01-30,APTV,Consumer Discretionary,BUY,0.5043742985263162
1192,2020-01-30,VRTX,Health Care,SELL,0.48345489347864656
1193,2020-01-30,V,Information Technology,BUY,0.5263586274778393
1194,2020-01-30,MMC,Financials,BUY,0.5167148659741228
1195,2020-01-30,MO,Consumer Staples,SELL,0.4032431694818169
1196,2020-01-30,TMO,Health Care,SELL,0.48409129330378176
1197,2020-01-30,ALXN,Health Care,SELL,0.4742395736903214
1198,2020-01-30,UPS,Industrials,SELL,0.4980221772290654
1199,2020-01-30,EW,Health Care,SELL,0.48419428532686176
1200,2020-01-30,GWW,Industrials,BUY,0.5092563283117587
1201,2020-01-31,CHTR,Communication Services,SELL,0.49320716837412865
1202,2020-01-31,WY,Real Estate,SELL,0.4475534749857545
1203,2020-01-31,CVX,Energy,SELL,0.26757964614215896
1204,2020-01-31,BR,Information Technology,BUY,0.5123254426081274
1205,2020-01-31,XOM,Energy,SELL,0.3695503944386405
1206,2020-01-31,PSX,Energy,SELL,0.3773361645082556
1207,2020-01-31,CHD,Consumer Staples,SELL,0.3843579781018354
1208,2020-01-31,IDXX,Health Care,SELL,0.4875821929952641
1209,2020-01-31,HON,Industrials,BUY,0.5120199771961045
1210,2020-01-31,ITW,Industrials,BUY,0.5135609178293647
1211,2020-01-31,JCI,Industrials,BUY,0.5022548205434285
1212,2020-01-31,CAT,Industrials,BUY,0.5090951378360679
1213,2020-01-31,CL,Consumer Staples,SELL,0.3793535276723886
1214,2020-01-31,AON,Financials,BUY,0.5298631184278217
1215,2020-01-31,LYB,Materials,BUY,0.5054157106444346
1216,2020-02-03,GOOGL,Communication Services,SELL,0.49249522682267305
1217,2020-02-03,NXPI,Information Technology,BUY,0.5171551612279081
1218,2020-02-03,ARE,Real Estate,SELL,0.47909017980974467
1219,2020-02-03,LEG,Consumer Discretionary,BUY,0.5032703820483303
1220,2020-02-03,SYY,Consumer Staples,SELL,0.3954741155387872
1221,2020-02-03,CTLT,Health Care,SELL,0.4891507924706751
1222,2020-02-03,HIG,Financials,SELL,0.4992197425923277
1223,2020-02-04,MCHP,Information Technology,BUY,0.5132118906412697
1224,2020-02-04,IT,Information Technology,BUY,0.5126408160511634
1225,2020-02-04,TDG,Industrials,SELL,0.4963769912860396
1226,2020-02-04,ATO,Utilities,BUY,0.5122063669171815
1227,2020-02-04,DIS,Communication Services,SELL,0.48824676542899054
1228,2020-02-04,F,Consumer Discretionary,SELL,0.4932657324748022
1229,2020-02-04,CLX,Consumer Staples,SELL,0.3812310057165415
1230,2020-02-04,GILD,Health Care,SELL,0.4770114451017926
1231,2020-02-04,CNC,Health Care,SELL,0.4813571427176473
1232,2020-02-04,WAT,Health Care,SELL,0.4765118701851495
1233,2020-02-04,COP,Energy,SELL,0.33267552918161586
1234,2020-02-04,FISV,Information Technology,BUY,0.5226790351019726
1235,2020-02-04,PRU,Financials,BUY,0.5670542815534243
1236,2020-02-04,CMI,Industrials,BUY,0.5114788365492657
1237,2020-02-04,ETN,Industrials,BUY,0.5168982961879417
1238,2020-02-04,MCK,Health Care,SELL,0.46183828749738026
1239,2020-02-04,RCL,Consumer Discretionary,BUY,0.5000251855205952
1240,2020-02-04,J,Industrials,BUY,0.5196101875010305
1241,2020-02-04,CMG,Consumer Discretionary,BUY,0.5063042107429861
1242,2020-02-04,JKHY,Information Technology,BUY,0.5159644308440052
1243,2020-02-04,KLAC,Information Technology,BUY,0.5268824644531919
1244,2020-02-04,UNM,Financials,BUY,0.5830466308326056
1245,2020-02-04,ZBH,Health Care,SELL,0.4842320414687167
1246,2020-02-04,ALL,Financials,BUY,0.5036394194121061
1247,2020-02-04,AFL,Financials,SELL,0.49841204062250627
1248,2020-02-04,RL,Consumer Discretionary,BUY,0.50125848878253
1249,2020-02-04,CB,Financials,SELL,0.4993067020128823
1250,2020-02-04,EMR,Industrials,BUY,0.5075174419887079
1251,2020-02-04,SPG,Real Estate,SELL,0.43550357064821504
1252,2020-02-04,STX,Information Technology,BUY,0.5224536698051542
1253,2020-02-04,LHX,Industrials,BUY,0.5126108977490231
1254,2020-02-04,CERN,Health Care,SELL,0.48462993614240746
1255,2020-02-04,GL,Financials,BUY,0.5130095310193097
1256,2020-02-05,CINF,Financials,SELL,0.4940050611094382
1257,2020-02-05,MRK,Health Care,SELL,0.4775054221660763
1258,2020-02-05,FOXA,Communication Services,SELL,0.4888318874136777
1259,2020-02-05,BSX,Health Care,SELL,0.481394938473201
1260,2020-02-05,HUM,Health Care,SELL,0.48980809554723026
1261,2020-02-05,FMC,Materials,SELL,0.4989292178106478
1262,2020-02-05,AME,Industrials,BUY,0.5201154918345685
1263,2020-02-05,PAYC,Information Technology,BUY,0.5071078626210997
1264,2020-02-05,CTSH,Information Technology,BUY,0.521916399413844
1265,2020-02-05,MPWR,Information Technology,BUY,0.518039185285223
1266,2020-02-05,ORLY,Consumer Discretionary,BUY,0.504106171091988
1267,2020-02-05,MET,Financials,BUY,0.5328745856348598
1268,2020-02-05,LNC,Financials,BUY,0.5657689053845657
1269,2020-02-05,DTE,Utilities,BUY,0.5081362549133546
1270,2020-02-05,FOX,Communication Services,SELL,0.4888318874136777
1271,2020-02-05,GM,Consumer Discretionary,BUY,0.5051837614564428
1272,2020-02-05,QCOM,Information Technology,BUY,0.5245491658542505
1273,2020-02-06,NOV,Energy,SELL,0.3076950636405086
1274,2020-02-06,PM,Consumer Staples,SELL,0.38531923613513475
1275,2020-02-06,CI,Health Care,SELL,0.4820896928947054
1276,2020-02-06,NLOK,Information Technology,BUY,0.5224958837190234
1277,2020-02-06,ATVI,Communication Services,SELL,0.4922014272370201
1278,2020-02-06,SNA,Industrials,BUY,0.5125008821584944
1279,2020-02-06,CDW,Information Technology,BUY,0.5194560495650842
1280,2020-02-06,EL,Consumer Staples,SELL,0.3996842349540076
1281,2020-02-06,ICE,Financials,BUY,0.5041380077971089
1282,2020-02-06,MSI,Information Technology,BUY,0.5163392714859242
1283,2020-02-06,TMUS,Communication Services,SELL,0.4900641315901376
1284,2020-02-06,BDX,Health Care,SELL,0.4766778798765343
1285,2020-02-06,AVB,Real Estate,SELL,0.4597882347088668
1286,2020-02-06,ODFL,Industrials,BUY,0.5175299899544862
1287,2020-02-06,VRSN,Information Technology,BUY,0.5098760848133591
1288,2020-02-06,TWTR,Communication Services,SELL,0.49184455449257136
1289,2020-02-06,SPGI,Financials,BUY,0.5391974749199236
1290,2020-02-06,FTV,Industrials,BUY,0.5108397607011799
1291,2020-02-06,K,Consumer Staples,SELL,0.38968670976320674
1292,2020-02-06,TTWO,Communication Services,SELL,0.49093372541355196
1293,2020-02-06,DXC,Information Technology,BUY,0.5189016105538495
1294,2020-02-06,YUM,Consumer Discretionary,BUY,0.5010797820128334
1295,2020-02-06,BMY,Health Care,SELL,0.48714197730312875
1296,2020-02-06,PENN,Consumer Discretionary,SELL,0.4998601781255122
1297,2020-02-06,ABMD,Health Care,SELL,0.47397338239899645
1298,2020-02-06,TPR,Consumer Discretionary,BUY,0.5015943404197479
1299,2020-02-06,REGN,Health Care,SELL,0.47650746806880856
1300,2020-02-06,MTD,Health Care,SELL,0.483156740873505
1301,2020-02-06,BLL,Materials,BUY,0.5009622228271926
1302,2020-02-06,NWS,Communication Services,BUY,0.5194458280643839
1303,2020-02-06,WLTW,Financials,BUY,0.5156166804299273
1304,2020-02-06,TSN,Consumer Staples,SELL,0.3631437341572446
1305,2020-02-06,FTNT,Information Technology,BUY,0.5193102461045668
1306,2020-02-06,XYL,Industrials,BUY,0.5127433929292097
1307,2020-02-06,WYNN,Consumer Discretionary,BUY,0.5046252231556929
1308,2020-02-06,CAH,Health Care,SELL,0.47224527809077516
1309,2020-02-06,FLT,Information Technology,BUY,0.5232903446816011
1310,2020-02-06,NWSA,Communication Services,BUY,0.5189671794940077
1311,2020-02-07,HBI,Consumer Discretionary,BUY,0.5046172227194309
1312,2020-02-07,ABBV,Health Care,SELL,0.48350024045520384
1313,2020-02-07,CBOE,Financials,BUY,0.5122142286408569
1314,2020-02-10,STE,Health Care,SELL,0.4838800501513878
1315,2020-02-10,RE,Financials,BUY,0.5116956431037949
1316,2020-02-10,FRT,Real Estate,SELL,0.4355042707345277
1317,2020-02-10,L,Financials,BUY,0.5104661818160265
1318,2020-02-10,FE,Utilities,BUY,0.5144695033399693
1319,2020-02-10,DVA,Health Care,SELL,0.49573007438091016
1320,2020-02-11,OMC,Communication Services,SELL,0.4908712951036589
1321,2020-02-11,MLM,Materials,SELL,0.4960995763290061
1322,2020-02-11,CRL,Health Care,SELL,0.4830680329040908
1323,2020-02-11,UDR,Real Estate,SELL,0.46214748814224244
1324,2020-02-11,SEE,Materials,SELL,0.49974132728656345
1325,2020-02-11,UAA,Consumer Discretionary,BUY,0.5093822554101314
1326,2020-02-11,EXC,Utilities,BUY,0.5062533150160806
1327,2020-02-11,UA,Consumer Discretionary,BUY,0.5093376117347094
1328,2020-02-11,HLT,Consumer Discretionary,BUY,0.5104839351564104
1329,2020-02-11,D,Utilities,BUY,0.5090616329847291
1330,2020-02-11,PEAK,Real Estate,SELL,0.4653430182257794
1331,2020-02-11,HAS,Consumer Discretionary,BUY,0.5042027022406063
1332,2020-02-11,AKAM,Information Technology,BUY,0.5159189278320764
1333,2020-02-11,MAS,Industrials,BUY,0.5086834471001032
1334,2020-02-11,WU,Information Technology,BUY,0.5227081893247587
1335,2020-02-11,AIZ,Financials,BUY,0.5236971608204322
1336,2020-02-12,CDNS,Information Technology,BUY,0.5221974861706539
1337,2020-02-12,IPG,Communication Services,SELL,0.49778277393884435
1338,2020-02-12,EFX,Industrials,BUY,0.5079796503081341
1339,2020-02-12,IFF,Materials,SELL,0.4892276665224816
1340,2020-02-12,IQV,Health Care,SELL,0.4800870788788444
1341,2020-02-12,TAP,Consumer Staples,SELL,0.3136189884073705
1342,2020-02-12,WELL,Real Estate,SELL,0.4538038030877603
1343,2020-02-12,MCO,Financials,BUY,0.5457192756934035
1344,2020-02-12,CF,Materials,SELL,0.4944018794169845
1345,2020-02-12,GPN,Information Technology,BUY,0.5152063591286741
1346,2020-02-12,AMAT,Information Technology,BUY,0.5278448540656118
1347,2020-02-12,TYL,Information Technology,BUY,0.5225140076587081
1348,2020-02-12,MRO,Energy,SELL,0.30854437850444744
1349,2020-02-12,CME,Financials,BUY,0.5066454617989252
1350,2020-02-12,CVS,Health Care,SELL,0.48019745921702106
1351,2020-02-12,TRMB,Information Technology,BUY,0.517645396770558
1352,2020-02-12,CSCO,Information Technology,BUY,0.5139411284980815
1353,2020-02-12,LUMN,Communication Services,SELL,0.4917024360472151
1354,2020-02-12,NTAP,Information Technology,BUY,0.51481395827467
1355,2020-02-12,EQIX,Real Estate,SELL,0.49217811330763256
1356,2020-02-12,MGM,Consumer Discretionary,BUY,0.5178302532417974
1357,2020-02-13,BWA,Consumer Discretionary,BUY,0.5060944879518608
1358,2020-02-13,LH,Health Care,SELL,0.48782810508704083
1359,2020-02-13,NVDA,Information Technology,BUY,0.5187609148353716
1360,2020-02-13,POOL,Consumer Discretionary,BUY,0.506741388340523
1361,2020-02-13,BIO,Health Care,SELL,0.48489575778188204
1362,2020-02-13,RSG,Industrials,BUY,0.5194817223845074
1363,2020-02-13,DUK,Utilities,BUY,0.5035026746515592
1364,2020-02-13,REG,Real Estate,SELL,0.4425783773361769
1365,2020-02-13,KHC,Consumer Staples,SELL,0.298270495197167
1366,2020-02-13,ANET,Information Technology,BUY,0.5138407801872453
1367,2020-02-13,INCY,Health Care,SELL,0.47763479808666476
1368,2020-02-13,EXPE,Consumer Discretionary,BUY,0.5106531490907017
1369,2020-02-13,AIG,Financials,BUY,0.5305884407818631
1370,2020-02-13,IRM,Real Estate,SELL,0.45273873272066234
1371,2020-02-13,ZTS,Health Care,SELL,0.49051290605574216
1372,2020-02-13,DXCM,Health Care,SELL,0.49172824171942325
1373,2020-02-13,MHK,Consumer Discretionary,BUY,0.5004823041666259
1374,2020-02-13,ZBRA,Information Technology,BUY,0.5148667996338976
1375,2020-02-13,IPGP,Information Technology,BUY,0.519178203840626
1376,2020-02-13,WM,Industrials,BUY,0.5177138331771894
1377,2020-02-13,DLR,Real Estate,SELL,0.4583471373399048
